YEAR,ROUND,SEED,TEAM,SCORE,OPP_SEED,OPPONENT,OPP_SCORE,SCORE_DIFF,RESULT
1999,Second Round,10,Purdue,73,2,Miami (Fla.),63,10,WIN
1999,First Round,10,Gonzaga,75,7,Minnesota,63,12,WIN
1999,Second Round,2,Maryland,75,10,Creighton,63,12,WIN
1999,First Round,6,Florida,75,11,Penn,61,14,WIN
1999,First Round,4,Arkansas,94,13,Siena,80,14,WIN
1999,Sweet 16,3,Kentucky,58,10,Miami (Ohio),43,15,WIN
1999,Sweet 16,1,Duke,78,12,Missouri State,61,17,WIN
1999,Elite Eight,1,Duke,85,6,Temple,64,21,WIN
1999,First Round,6,Kansas,95,11,Evansville,74,21,WIN
1999,First Round,2,Miami (Fla.),75,15,Lafayette,54,21,WIN
1999,First Round,3,Kentucky,82,14,New Mexico State,60,22,WIN
1999,First Round,2,Maryland,82,15,Valparaiso,60,22,WIN
1999,First Round,1,Michigan State,76,16,Mount St. Mary's,53,23,WIN
1999,First Round,3,Cincinnati,72,14,George Mason,48,24,WIN
1999,Second Round,1,Duke,97,9,Tulsa,56,41,WIN
1999,First Round,1,Duke,99,16,Florida A&M,58,41,WIN
2000,Second Round,3,Maryland,70,6,UCLA,105,-35,LOSS
2000,Sweet 16,6,UCLA,56,2,Iowa State,80,-24,LOSS
2000,First Round,15,UNC Wilmington,47,2,Cincinnati,64,-17,LOSS
2000,First Round,14,Iona,59,3,Maryland,74,-15,LOSS
2000,First Round,14,Winthrop,60,3,Oklahoma,74,-14,LOSS
2000,National Championship,5,Florida,76,1,Michigan State,89,-13,LOSS
2000,Final Four,8,Wisconsin,41,1,Michigan State,53,-12,LOSS
2000,Elite Eight,3,Oklahoma State,65,5,Florida,77,-12,LOSS
2000,Final Four,8,North Carolina,59,5,Florida,71,-12,LOSS
2000,Elite Eight,2,Iowa State,64,1,Michigan State,75,-11,LOSS
2000,First Round,7,Louisville,66,10,Gonzaga,77,-11,LOSS
2000,Sweet 16,1,Duke,78,5,Florida,87,-9,LOSS
2000,Sweet 16,6,Miami (Fla.),71,7,Tulsa,80,-9,LOSS
2000,Sweet 16,10,Gonzaga,66,6,Purdue,75,-9,LOSS
2000,Second Round,2,Cincinnati,61,7,Tulsa,69,-8,LOSS
2000,Second Round,1,Arizona,59,8,Wisconsin,66,-7,LOSS
2000,Second Round,8,Kansas,64,1,Duke,69,-5,LOSS
2000,Elite Eight,6,Purdue,60,8,Wisconsin,64,-4,LOSS
2000,First Round,11,Arkansas,71,6,Miami (Fla.),75,-4,LOSS
2000,First Round,10,Creighton,69,7,Auburn,72,-3,LOSS
2000,Sweet 16,10,Seton Hall,66,3,Oklahoma State,68,-2,LOSS
2000,Second Round,5,Kentucky,50,4,Syracuse,52,-2,LOSS
2000,First Round,7,Oregon,71,10,Seton Hall,72,-1,LOSS
2000,First Round,12,Butler,68,5,Florida,69,-1,LOSS
2000,First Round,11,Dayton,61,6,Purdue,62,-1,LOSS
2000,First Round,5,Florida,69,12,Butler,68,1,WIN
2000,First Round,6,Purdue,62,11,Dayton,61,1,WIN
2000,First Round,10,Seton Hall,72,7,Oregon,71,1,WIN
2000,Sweet 16,3,Oklahoma State,68,10,Seton Hall,66,2,WIN
2000,Second Round,10,Seton Hall,67,2,Temple,65,2,WIN
2000,Elite Eight,8,Wisconsin,64,6,Purdue,60,4,WIN
2000,First Round,8,Kansas,81,9,DePaul,77,4,WIN
2000,First Round,6,Miami (Fla.),75,11,Arkansas,71,4,WIN
2000,Second Round,6,Purdue,66,3,Oklahoma,62,4,WIN
2000,Elite Eight,8,North Carolina,59,7,Tulsa,55,4,WIN
2000,Second Round,1,Duke,69,8,Kansas,64,5,WIN
2000,First Round,1,Michigan State,61,16,Valparaiso,56,5,WIN
2000,Sweet 16,8,North Carolina,74,4,Tennessee,69,5,WIN
2000,First Round,5,Kentucky,85,12,St. Bonaventure,80,5,WIN
2000,Second Round,10,Gonzaga,82,2,St. John's,76,6,WIN
2000,Second Round,8,Wisconsin,66,1,Arizona,59,7,WIN
2000,Second Round,8,North Carolina,60,1,Stanford,53,7,WIN
2000,Second Round,3,Oklahoma State,75,11,Pepperdine,67,8,WIN
2000,Sweet 16,5,Florida,87,1,Duke,78,9,WIN
2000,Sweet 16,6,Purdue,75,10,Gonzaga,66,9,WIN
2000,First Round,8,Wisconsin,66,9,Fresno State,56,10,WIN
2000,First Round,2,Iowa State,88,15,Central Connecticut State,78,10,WIN
2000,Elite Eight,1,Michigan State,75,2,Iowa State,64,11,WIN
2000,First Round,10,Gonzaga,77,7,Louisville,66,11,WIN
2000,Final Four,5,Florida,71,8,North Carolina,59,12,WIN
2000,Elite Eight,5,Florida,77,3,Oklahoma State,65,12,WIN
2000,Final Four,1,Michigan State,53,8,Wisconsin,41,12,WIN
2000,Second Round,1,Michigan State,73,8,Utah,61,12,WIN
2000,Sweet 16,8,Wisconsin,61,4,LSU,48,13,WIN
2000,Second Round,6,Miami (Fla.),75,3,Ohio State,62,13,WIN
2000,National Championship,1,Michigan State,89,5,Florida,76,13,WIN
2000,First Round,8,North Carolina,84,9,Missouri,70,14,WIN
2000,First Round,6,UCLA,79,11,Ball State,65,14,WIN
2000,First Round,3,Maryland,74,14,Iona,59,15,WIN
2000,Second Round,5,Florida,93,4,Illinois,76,17,WIN
2000,Sweet 16,1,Michigan State,75,4,Syracuse,58,17,WIN
2000,First Round,2,Cincinnati,64,15,UNC Wilmington,47,17,WIN
2000,Second Round,2,Iowa State,79,7,Auburn,60,19,WIN
2000,First Round,3,Oklahoma State,86,14,Hofstra,66,20,WIN
2000,Sweet 16,2,Iowa State,80,6,UCLA,56,24,WIN
2000,First Round,1,Arizona,71,16,Jackson State,47,24,WIN
2000,First Round,1,Duke,85,16,Lamar,55,30,WIN
2000,Second Round,6,UCLA,105,3,Maryland,70,35,WIN
2001,Second Round,13,Kent State,43,5,Cincinnati,66,-23,LOSS
2001,First Round,15,Princeton,48,2,North Carolina,70,-22,LOSS
2001,Second Round,3,Florida,54,11,Temple,75,-21,LOSS
2001,Second Round,10,Butler,52,2,Arizona,73,-21,LOSS
2001,Final Four,1,Michigan State,61,2,Arizona,80,-19,LOSS
2001,Sweet 16,4,Kansas,64,1,Illinois,80,-16,LOSS
2001,First Round,7,Wake Forest,63,10,Butler,79,-16,LOSS
2001,First Round,11,Oklahoma State,54,6,Southern California,69,-15,LOSS
2001,Sweet 16,12,Gonzaga,62,1,Michigan State,77,-15,LOSS
2001,First Round,10,Creighton,56,7,Iowa,69,-13,LOSS
2001,Sweet 16,4,UCLA,63,1,Duke,76,-13,LOSS
2001,Sweet 16,5,Cincinnati,65,1,Stanford,78,-13,LOSS
2001,First Round,11,Xavier,71,6,Notre Dame,83,-12,LOSS
2001,Final Four,3,Maryland,84,1,Duke,95,-11,LOSS
2001,First Round,10,Providence,59,7,Penn State,69,-10,LOSS
2001,Elite Eight,6,Southern California,69,1,Duke,79,-10,LOSS
2001,National Championship,2,Arizona,72,1,Duke,82,-10,LOSS
2001,Second Round,2,North Carolina,74,7,Penn State,82,-8,LOSS
2001,Play-In,16,Winthrop,67,16,Northwestern State,71,-4,LOSS
2001,Sweet 16,2,Kentucky,76,6,Southern California,80,-4,LOSS
2001,Second Round,6,Notre Dame,56,3,Mississippi,59,-3,LOSS
2001,First Round,14,Iona,70,3,Mississippi,72,-2,LOSS
2001,First Round,7,Arkansas,61,10,Georgetown,63,-2,LOSS
2001,First Round,6,Wisconsin,49,11,Georgia State,50,-1,LOSS
2001,First Round,5,Virginia,85,12,Gonzaga,86,-1,LOSS
2001,First Round,2,Iowa State,57,15,Hampton,58,-1,LOSS
2001,First Round,12,Gonzaga,86,5,Virginia,85,1,WIN
2001,Second Round,6,Southern California,74,3,Boston College,71,3,WIN
2001,First Round,3,Maryland,83,14,George Mason,80,3,WIN
2001,Sweet 16,6,Southern California,80,2,Kentucky,76,4,WIN
2001,First Round,13,Kent State,77,4,Indiana,73,4,WIN
2001,First Round,2,Kentucky,72,15,Holy Cross,68,4,WIN
2001,Elite Eight,2,Arizona,87,1,Illinois,81,6,WIN
2001,Elite Eight,1,Michigan State,69,11,Temple,62,7,WIN
2001,National Championship,1,Duke,82,2,Arizona,72,10,WIN
2001,Elite Eight,1,Duke,79,6,Southern California,69,10,WIN
2001,Sweet 16,3,Maryland,76,10,Georgetown,66,10,WIN
2001,Sweet 16,2,Arizona,66,3,Mississippi,56,10,WIN
2001,Final Four,1,Duke,95,3,Maryland,84,11,WIN
2001,First Round,6,Notre Dame,83,11,Xavier,71,12,WIN
2001,First Round,3,Florida,69,14,Western Kentucky,56,13,WIN
2001,Sweet 16,1,Duke,76,4,UCLA,63,13,WIN
2001,Second Round,1,Duke,94,9,Missouri,81,13,WIN
2001,First Round,4,UCLA,61,13,Hofstra,48,13,WIN
2001,Second Round,2,Kentucky,92,7,Iowa,79,13,WIN
2001,Elite Eight,3,Maryland,87,1,Stanford,73,14,WIN
2001,First Round,6,Southern California,69,11,Oklahoma State,54,15,WIN
2001,Sweet 16,1,Michigan State,77,12,Gonzaga,62,15,WIN
2001,Second Round,1,Michigan State,81,9,Fresno State,65,16,WIN
2001,First Round,10,Butler,79,7,Wake Forest,63,16,WIN
2001,Second Round,12,Gonzaga,85,13,Indiana State,68,17,WIN
2001,Second Round,3,Maryland,79,11,Georgia State,60,19,WIN
2001,Final Four,2,Arizona,80,1,Michigan State,61,19,WIN
2001,Second Round,2,Arizona,73,10,Butler,52,21,WIN
2001,First Round,2,North Carolina,70,15,Princeton,48,22,WIN
2001,Second Round,5,Cincinnati,66,13,Kent State,43,23,WIN
2001,First Round,4,Kansas,99,13,Cal State Northridge,75,24,WIN
2001,Second Round,4,UCLA,75,12,Utah State,50,25,WIN
2001,First Round,5,Cincinnati,84,12,Brigham Young,59,25,WIN
2001,First Round,2,Arizona,101,15,Eastern Illinois,76,25,WIN
2001,Second Round,4,Kansas,87,5,Syracuse,58,29,WIN
2001,First Round,1,Michigan State,69,16,Alabama State,35,34,WIN
2001,First Round,1,Duke,95,16,Monmouth,52,43,WIN
2002,First Round,16,Winthrop,37,1,Duke,84,-47,LOSS
2002,Second Round,8,Wisconsin,57,1,Maryland,87,-30,LOSS
2002,Sweet 16,3,Arizona,67,2,Oklahoma,88,-21,LOSS
2002,Elite Eight,2,Oregon,86,1,Kansas,104,-18,LOSS
2002,First Round,5,Miami (Fla.),80,12,Missouri,93,-13,LOSS
2002,Second Round,7,Xavier,65,2,Oklahoma,78,-13,LOSS
2002,Second Round,12,Creighton,60,4,Illinois,72,-12,LOSS
2002,Elite Eight,10,Kent State,69,5,Indiana,81,-12,LOSS
2002,First Round,10,Michigan State,58,7,North Carolina State,69,-11,LOSS
2002,Sweet 16,4,Kentucky,68,1,Maryland,78,-10,LOSS
2002,Second Round,13,UNC Wilmington,67,5,Indiana,76,-9,LOSS
2002,Final Four,1,Kansas,88,1,Maryland,97,-9,LOSS
2002,Sweet 16,8,UCLA,73,12,Missouri,82,-9,LOSS
2002,First Round,7,Oklahoma State,61,10,Kent State,69,-8,LOSS
2002,First Round,6,Gonzaga,66,11,Wyoming,73,-7,LOSS
2002,Second Round,8,Notre Dame,77,1,Duke,84,-7,LOSS
2002,Second Round,7,Wake Forest,87,2,Oregon,92,-5,LOSS
2002,Second Round,3,Mississippi State,64,6,Texas,68,-4,LOSS
2002,First Round,4,Southern California,89,13,UNC Wilmington,93,-4,LOSS
2002,Second Round,1,Cincinnati,101,8,UCLA,105,-4,LOSS
2002,First Round,5,Marquette,69,12,Tulsa,71,-2,LOSS
2002,First Round,5,Florida,82,12,Creighton,83,-1,LOSS
2002,Sweet 16,1,Duke,73,5,Indiana,74,-1,LOSS
2002,First Round,12,Creighton,83,5,Florida,82,1,WIN
2002,Sweet 16,2,Oregon,72,6,Texas,70,2,WIN
2002,First Round,13,UNC Wilmington,93,4,Southern California,89,4,WIN
2002,Sweet 16,1,Kansas,73,4,Illinois,69,4,WIN
2002,Second Round,8,UCLA,105,1,Cincinnati,101,4,WIN
2002,Second Round,2,Oregon,92,7,Wake Forest,87,5,WIN
2002,Sweet 16,10,Kent State,78,3,Pittsburgh,73,5,WIN
2002,Second Round,4,Kentucky,87,12,Tulsa,82,5,WIN
2002,First Round,3,Arizona,86,14,UC Santa Barbara,81,5,WIN
2002,Second Round,1,Duke,84,8,Notre Dame,77,7,WIN
2002,First Round,10,Kent State,69,7,Oklahoma State,61,8,WIN
2002,Elite Eight,1,Maryland,90,2,Connecticut,82,8,WIN
2002,Second Round,3,Arizona,68,11,Wyoming,60,8,WIN
2002,First Round,7,Wake Forest,83,10,Pepperdine,74,9,WIN
2002,Final Four,1,Maryland,97,1,Kansas,88,9,WIN
2002,First Round,8,Wisconsin,80,9,St. John's,70,10,WIN
2002,Sweet 16,1,Maryland,78,4,Kentucky,68,10,WIN
2002,First Round,1,Kansas,70,16,Holy Cross,59,11,WIN
2002,First Round,3,Mississippi State,70,14,McNeese State,58,12,WIN
2002,National Championship,1,Maryland,64,5,Indiana,52,12,WIN
2002,First Round,7,Xavier,70,10,Hawaii,58,12,WIN
2002,Second Round,10,Kent State,71,2,Alabama,58,13,WIN
2002,First Round,4,Kentucky,83,13,Valparaiso,68,15,WIN
2002,First Round,1,Maryland,85,16,Siena,70,15,WIN
2002,Elite Eight,1,Kansas,104,2,Oregon,86,18,WIN
2002,First Round,2,Oregon,81,15,Montana,62,19,WIN
2002,First Round,8,Notre Dame,82,9,Charlotte,63,19,WIN
2002,First Round,8,UCLA,80,9,Mississippi,58,22,WIN
2002,Second Round,1,Kansas,86,8,Stanford,63,23,WIN
2002,Second Round,1,Maryland,87,8,Wisconsin,57,30,WIN
2002,First Round,1,Cincinnati,90,16,Boston University,52,38,WIN
2002,First Round,1,Duke,84,16,Winthrop,37,47,WIN
2003,Final Four,3,Marquette,61,2,Kansas,94,-33,LOSS
2003,First Round,16,Vermont,51,1,Arizona,80,-29,LOSS
2003,Second Round,2,Florida,46,7,Michigan State,68,-22,LOSS
2003,Sweet 16,5,Notre Dame,71,1,Arizona,88,-17,LOSS
2003,Elite Eight,1,Kentucky,69,3,Marquette,83,-14,LOSS
2003,First Round,4,Dayton,71,13,Tulsa,84,-13,LOSS
2003,Second Round,3,Xavier,64,6,Maryland,77,-13,LOSS
2003,First Round,14,Troy,59,3,Xavier,71,-12,LOSS
2003,Second Round,6,Oklahoma State,56,3,Syracuse,68,-12,LOSS
2003,Sweet 16,12,Butler,54,1,Oklahoma,65,-11,LOSS
2003,Second Round,9,Purdue,67,1,Texas,77,-10,LOSS
2003,Elite Eight,7,Michigan State,76,1,Texas,85,-9,LOSS
2003,Second Round,4,Louisville,71,12,Butler,79,-8,LOSS
2003,Play-In,16,Texas Southern,84,16,UNC Asheville,92,-8,LOSS
2003,Sweet 16,5,Wisconsin,57,1,Kentucky,63,-6,LOSS
2003,First Round,6,Creighton,73,11,Central Michigan,79,-6,LOSS
2003,Second Round,2,Wake Forest,62,10,Auburn,68,-6,LOSS
2003,First Round,8,Cincinnati,69,9,Gonzaga,74,-5,LOSS
2003,Sweet 16,3,Duke,65,2,Kansas,69,-4,LOSS
2003,First Round,15,East Tennessee State,73,2,Wake Forest,76,-3,LOSS
2003,National Championship,2,Kansas,78,3,Syracuse,81,-3,LOSS
2003,Elite Eight,1,Arizona,75,2,Kansas,78,-3,LOSS
2003,First Round,11,UNC Wilmington,73,6,Maryland,75,-2,LOSS
2003,First Round,8,Oregon,58,9,Utah,60,-2,LOSS
2003,Sweet 16,6,Maryland,58,7,Michigan State,60,-2,LOSS
2003,First Round,5,Mississippi State,46,12,Butler,47,-1,LOSS
2003,Second Round,9,Gonzaga,95,1,Arizona,96,-1,LOSS
2003,Second Round,5,Wisconsin,61,13,Tulsa,60,1,WIN
2003,First Round,12,Butler,47,5,Mississippi State,46,1,WIN
2003,First Round,5,Notre Dame,70,12,Milwaukee,69,1,WIN
2003,Second Round,1,Arizona,96,9,Gonzaga,95,1,WIN
2003,Sweet 16,7,Michigan State,60,6,Maryland,58,2,WIN
2003,First Round,6,Maryland,75,11,UNC Wilmington,73,2,WIN
2003,Sweet 16,3,Marquette,77,2,Pittsburgh,74,3,WIN
2003,Elite Eight,2,Kansas,78,1,Arizona,75,3,WIN
2003,First Round,2,Kansas,64,15,Utah State,61,3,WIN
2003,First Round,2,Wake Forest,76,15,East Tennessee State,73,3,WIN
2003,First Round,3,Marquette,72,14,Holy Cross,68,4,WIN
2003,Sweet 16,2,Kansas,69,3,Duke,65,4,WIN
2003,First Round,9,Gonzaga,74,8,Cincinnati,69,5,WIN
2003,Second Round,3,Duke,86,11,Central Michigan,80,6,WIN
2003,Sweet 16,1,Kentucky,63,5,Wisconsin,57,6,WIN
2003,First Round,5,Wisconsin,81,12,Weber State,74,7,WIN
2003,Second Round,12,Butler,79,4,Louisville,71,8,WIN
2003,Second Round,5,Notre Dame,68,4,Illinois,60,8,WIN
2003,Second Round,3,Marquette,101,6,Missouri,92,9,WIN
2003,First Round,3,Duke,67,14,Colorado State,57,10,WIN
2003,First Round,3,Xavier,71,14,Troy,59,12,WIN
2003,Second Round,6,Maryland,77,3,Xavier,64,13,WIN
2003,Elite Eight,3,Marquette,83,1,Kentucky,69,14,WIN
2003,First Round,6,Oklahoma State,77,11,Penn,63,14,WIN
2003,First Round,7,Michigan State,79,10,Colorado,64,15,WIN
2003,Sweet 16,1,Arizona,88,5,Notre Dame,71,17,WIN
2003,Second Round,1,Kentucky,74,9,Utah,54,20,WIN
2003,Second Round,7,Michigan State,68,2,Florida,46,22,WIN
2003,First Round,4,Louisville,86,13,Austin Peay,64,22,WIN
2003,First Round,9,Purdue,80,8,LSU,56,24,WIN
2003,First Round,1,Arizona,80,16,Vermont,51,29,WIN
2003,First Round,2,Florida,85,15,Sam Houston State,55,30,WIN
2003,First Round,1,Kentucky,95,16,IUPUI,64,31,WIN
2003,Second Round,2,Kansas,108,10,Arizona State,76,32,WIN
2003,Final Four,2,Kansas,94,3,Marquette,61,33,WIN
2004,Second Round,8,Seton Hall,62,1,Duke,90,-28,LOSS
2004,Second Round,4,Cincinnati,68,5,Illinois,92,-24,LOSS
2004,Sweet 16,6,Vanderbilt,53,2,Connecticut,73,-20,LOSS
2004,Second Round,2,Gonzaga,72,10,Nevada,91,-19,LOSS
2004,First Round,15,Vermont,53,2,Connecticut,70,-17,LOSS
2004,First Round,10,South Carolina,43,7,Memphis,59,-16,LOSS
2004,Second Round,2,Mississippi State,74,7,Xavier,89,-15,LOSS
2004,First Round,5,Florida,60,12,Manhattan,75,-15,LOSS
2004,First Round,10,Louisville,70,7,Xavier,80,-10,LOSS
2004,First Round,14,Princeton,70,3,Texas,80,-10,LOSS
2004,First Round,5,Providence,58,12,Pacific,66,-8,LOSS
2004,Elite Eight,4,Kansas,71,3,Georgia Tech,79,-8,LOSS
2004,First Round,10,Dayton,69,7,DePaul,76,-7,LOSS
2004,First Round,7,Michigan State,66,10,Nevada,72,-6,LOSS
2004,Sweet 16,10,Nevada,67,3,Georgia Tech,72,-5,LOSS
2004,Second Round,6,Wisconsin,55,3,Pittsburgh,59,-4,LOSS
2004,Sweet 16,4,Wake Forest,80,1,St. Joseph's,84,-4,LOSS
2004,First Round,9,Arizona,76,8,Seton Hall,80,-4,LOSS
2004,First Round,13,East Tennessee State,77,4,Cincinnati,80,-3,LOSS
2004,Second Round,6,North Carolina,75,3,Texas,78,-3,LOSS
2004,Elite Eight,7,Xavier,63,1,Duke,66,-3,LOSS
2004,Final Four,2,Oklahoma State,65,3,Georgia Tech,67,-2,LOSS
2004,Second Round,4,Maryland,70,5,Syracuse,72,-2,LOSS
2004,Final Four,1,Duke,78,2,Connecticut,79,-1,LOSS
2004,Second Round,1,Kentucky,75,9,Alabama-Birmingham,76,-1,LOSS
2004,First Round,13,Virginia Commonwealth,78,4,Wake Forest,79,-1,LOSS
2004,First Round,4,Wake Forest,79,13,Virginia Commonwealth,78,1,WIN
2004,Elite Eight,2,Oklahoma State,64,1,St. Joseph's,62,2,WIN
2004,Second Round,6,Vanderbilt,75,3,North Carolina State,73,2,WIN
2004,Elite Eight,1,Duke,66,7,Xavier,63,3,WIN
2004,First Round,4,Cincinnati,80,13,East Tennessee State,77,3,WIN
2004,First Round,4,Maryland,86,13,UTEP,83,3,WIN
2004,First Round,8,Seton Hall,80,9,Arizona,76,4,WIN
2004,Second Round,4,Wake Forest,84,12,Manhattan,80,4,WIN
2004,First Round,10,Nevada,72,7,Michigan State,66,6,WIN
2004,Sweet 16,7,Xavier,79,3,Texas,71,8,WIN
2004,First Round,2,Mississippi State,80,15,Monmouth,70,10,WIN
2004,Sweet 16,1,Duke,72,5,Illinois,62,10,WIN
2004,First Round,7,Xavier,80,10,Louisville,70,10,WIN
2004,First Round,6,North Carolina,63,11,Air Force,52,11,WIN
2004,First Round,6,Wisconsin,76,11,Richmond,64,12,WIN
2004,Sweet 16,2,Oklahoma State,63,3,Pittsburgh,51,12,WIN
2004,First Round,6,Vanderbilt,71,11,Western Michigan,58,13,WIN
2004,Second Round,4,Kansas,78,12,Pacific,63,15,WIN
2004,Second Round,7,Xavier,89,2,Mississippi State,74,15,WIN
2004,Second Round,2,Oklahoma State,70,7,Memphis,53,17,WIN
2004,Second Round,10,Nevada,91,2,Gonzaga,72,19,WIN
2004,First Round,2,Oklahoma State,75,15,Eastern Washington,56,19,WIN
2004,First Round,1,Kentucky,96,16,Florida A&M,76,20,WIN
2004,First Round,4,Kansas,78,13,Illinois-Chicago,53,25,WIN
2004,Sweet 16,4,Kansas,100,9,Alabama-Birmingham,74,26,WIN
2004,First Round,2,Gonzaga,76,15,Valparaiso,49,27,WIN
2004,Second Round,1,Duke,90,8,Seton Hall,62,28,WIN
2004,First Round,1,Duke,96,16,Alabama State,61,35,WIN
2005,Second Round,9,Iowa State,65,1,North Carolina,92,-27,LOSS
2005,Final Four,4,Louisville,58,1,Illinois,75,-17,LOSS
2005,Final Four,5,Michigan State,71,1,North Carolina,87,-16,LOSS
2005,Second Round,9,Nevada,59,1,Illinois,71,-12,LOSS
2005,First Round,11,UCLA,66,6,Texas Tech,78,-12,LOSS
2005,Second Round,4,Florida,65,5,Villanova,76,-11,LOSS
2005,Second Round,13,Vermont,61,5,Michigan State,72,-11,LOSS
2005,First Round,8,Minnesota,53,9,Iowa State,64,-11,LOSS
2005,Sweet 16,1,Duke,68,5,Michigan State,78,-10,LOSS
2005,First Round,14,Winthrop,64,3,Gonzaga,74,-10,LOSS
2005,Second Round,7,Cincinnati,60,2,Kentucky,69,-9,LOSS
2005,Second Round,14,Bucknell,62,6,Wisconsin,71,-9,LOSS
2005,Second Round,9,Mississippi State,55,1,Duke,63,-8,LOSS
2005,Elite Eight,7,West Virginia,85,4,Louisville,93,-8,LOSS
2005,Elite Eight,6,Wisconsin,82,1,North Carolina,88,-6,LOSS
2005,Second Round,2,Wake Forest,105,7,West Virginia,111,-6,LOSS
2005,Elite Eight,2,Kentucky,88,5,Michigan State,94,-6,LOSS
2005,First Round,10,Creighton,61,7,West Virginia,63,-2,LOSS
2005,Second Round,3,Gonzaga,69,6,Texas Tech,71,-2,LOSS
2005,Sweet 16,5,Villanova,66,1,North Carolina,67,-1,LOSS
2005,First Round,3,Kansas,63,14,Bucknell,64,-1,LOSS
2005,Sweet 16,2,Oklahoma State,78,3,Arizona,79,-1,LOSS
2005,Elite Eight,3,Arizona,89,1,Illinois,90,-1,LOSS
2005,Sweet 16,1,North Carolina,67,5,Villanova,66,1,WIN
2005,First Round,14,Bucknell,64,3,Kansas,63,1,WIN
2005,Sweet 16,3,Arizona,79,2,Oklahoma State,78,1,WIN
2005,First Round,7,West Virginia,63,10,Creighton,61,2,WIN
2005,First Round,13,Vermont,60,4,Syracuse,57,3,WIN
2005,First Round,9,Nevada,61,8,Texas,57,4,WIN
2005,First Round,6,Wisconsin,57,11,Northern Iowa,52,5,WIN
2005,First Round,4,Florida,67,13,Ohio,62,5,WIN
2005,National Championship,1,North Carolina,75,1,Illinois,70,5,WIN
2005,Sweet 16,7,West Virginia,65,6,Texas Tech,60,5,WIN
2005,Elite Eight,5,Michigan State,94,2,Kentucky,88,6,WIN
2005,First Round,4,Louisville,68,13,Louisiana-Lafayette,62,6,WIN
2005,Elite Eight,1,North Carolina,88,6,Wisconsin,82,6,WIN
2005,Second Round,7,West Virginia,111,2,Wake Forest,105,6,WIN
2005,First Round,5,Villanova,55,12,New Mexico,47,8,WIN
2005,Second Round,1,Duke,63,9,Mississippi State,55,8,WIN
2005,First Round,5,Michigan State,89,12,Old Dominion,81,8,WIN
2005,Second Round,2,Oklahoma State,85,7,Southern Illinois,77,8,WIN
2005,Elite Eight,4,Louisville,93,7,West Virginia,85,8,WIN
2005,First Round,2,Kentucky,72,15,Eastern Kentucky,64,8,WIN
2005,Sweet 16,6,Wisconsin,65,10,North Carolina State,56,9,WIN
2005,Second Round,6,Wisconsin,71,14,Bucknell,62,9,WIN
2005,Second Round,2,Kentucky,69,7,Cincinnati,60,9,WIN
2005,Sweet 16,5,Michigan State,78,1,Duke,68,10,WIN
2005,Sweet 16,2,Kentucky,62,6,Utah,52,10,WIN
2005,First Round,3,Gonzaga,74,14,Winthrop,64,10,WIN
2005,Second Round,5,Villanova,76,4,Florida,65,11,WIN
2005,First Round,1,Duke,57,16,Delaware State,46,11,WIN
2005,Second Round,5,Michigan State,72,13,Vermont,61,11,WIN
2005,First Round,9,Iowa State,64,8,Minnesota,53,11,WIN
2005,First Round,7,Cincinnati,76,10,Iowa,64,12,WIN
2005,First Round,2,Oklahoma State,63,15,Southeastern Louisiana,50,13,WIN
2005,First Round,3,Arizona,66,14,Utah State,53,13,WIN
2005,Sweet 16,4,Louisville,93,1,Washington,79,14,WIN
2005,Final Four,1,North Carolina,87,5,Michigan State,71,16,WIN
2005,First Round,2,Wake Forest,70,15,Chattanooga,54,16,WIN
2005,Second Round,4,Louisville,76,5,Georgia Tech,54,22,WIN
2005,Second Round,3,Arizona,85,11,Alabama-Birmingham,63,22,WIN
2005,First Round,9,Mississippi State,93,8,Stanford,70,23,WIN
2005,Second Round,1,North Carolina,92,9,Iowa State,65,27,WIN
2005,First Round,1,North Carolina,96,16,Oakland,68,28,WIN
2006,First Round,10,Seton Hall,66,7,Wichita State,86,-20,LOSS
2006,First Round,9,Wisconsin,75,8,Arizona,94,-19,LOSS
2006,First Round,13,Iona,64,4,LSU,80,-16,LOSS
2006,National Championship,2,UCLA,57,3,Florida,73,-16,LOSS
2006,Second Round,9,Bucknell,56,1,Memphis,72,-16,LOSS
2006,First Round,12,Kent State,64,5,Pittsburgh,79,-15,LOSS
2006,Elite Eight,1,Villanova,62,3,Florida,75,-13,LOSS
2006,First Round,6,Michigan State,65,11,George Mason,75,-10,LOSS
2006,Sweet 16,1,Duke,54,4,LSU,62,-8,LOSS
2006,First Round,5,Nevada,79,12,Montana,87,-8,LOSS
2006,Sweet 16,7,Wichita State,55,11,George Mason,63,-8,LOSS
2006,First Round,7,Marquette,85,10,Alabama,90,-5,LOSS
2006,Second Round,3,North Carolina,60,11,George Mason,65,-5,LOSS
2006,First Round,4,Kansas,73,13,Bradley,77,-4,LOSS
2006,First Round,8,Arkansas,55,9,Bucknell,59,-4,LOSS
2006,Second Round,8,Kentucky,83,1,Connecticut,87,-4,LOSS
2006,First Round,14,Xavier,75,3,Gonzaga,79,-4,LOSS
2006,Second Round,8,Arizona,78,1,Villanova,82,-4,LOSS
2006,First Round,9,UNC Wilmington,85,8,George Washington,88,-3,LOSS
2006,Sweet 16,6,West Virginia,71,2,Texas,74,-3,LOSS
2006,First Round,15,Winthrop,61,2,Tennessee,63,-2,LOSS
2006,Sweet 16,3,Gonzaga,71,2,UCLA,73,-2,LOSS
